Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Date,Time,Transaction Status,Fraud Flag,Latitude,Longitude,Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code
TXN4719214031,ACC90519,ACC47130,1272.62,Withdrawal,17/01/2025,10:19:00 AM,Failed,TRUE,51.5074 N, 2.3522 W,Desktop,Slice2,14,110,2790
TXN9644247673,ACC94820,ACC64337,260.21,Withdrawal,17/01/2025,10:09:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Desktop,Slice2,18,227,4087
TXN4038631801,ACC97742,ACC36014,349.61,Transfer,17/01/2025,10:06:00 AM,Failed,TRUE,48.8566 N, 37.6173 W,Mobile,Slice1,19,176,5797
TXN3710024296,ACC13717,ACC77116,259,Withdrawal,17/01/2025,10:33:00 AM,Success,FALSE,48.8566 N, 0.1278 W,Desktop,Slice2,11,174,1652
TXN6322314609,ACC20729,ACC41588,102.81,Transfer,17/01/2025,10:51:00 AM,Success,FALSE,51.5074 N, 2.3522 W,Mobile,Slice1,5,91,1249
TXN2046870073,ACC52631,ACC87532,396.54,Withdrawal,17/01/2025,10:55:00 AM,Success,FALSE,48.8566 N, 2.3522 W,Mobile,Slice1,12,77,7218
TXN5078779271,ACC40213,ACC90437,794.73,Deposit,17/01/2025,10:22:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Mobile,Slice2,8,221,5609
TXN8272540722,ACC54935,ACC25665,1404.91,Withdrawal,17/01/2025,10:01:00 AM,Failed,FALSE,55.7558 N, 0.1278 W,Desktop,Slice1,7,221,3348
TXN8956956973,ACC37317,ACC49961,88.64,Withdrawal,17/01/2025,10:25:00 AM,Failed,TRUE,34.0522 N, -118.2437 W,Mobile,Slice3,19,127,8400
TXN1183529701,ACC88880,ACC90819,890.83,Withdrawal,17/01/2025,10:57:00 AM,Failed,FALSE,48.8566 N, 139.6917 W,Desktop,Slice3,3,117,4478
TXN3581606217,ACC78890,ACC44155,1360.18,Withdrawal,17/01/2025,10:53:00 AM,Failed,TRUE,55.7558 N, 0.1278 W,Desktop,Slice3,13,57,9983
TXN8836932523,ACC27506,ACC72599,1181.01,Transfer,17/01/2025,10:31:00 AM,Success,FALSE,55.7558 N, -74.006 W,Mobile,Slice1,18,123,8920
TXN6844399702,ACC80355,ACC18439,766.93,Withdrawal,17/01/2025,10:18:00 AM,Failed,TRUE,35.6895 N, -118.2437 W,Mobile,Slice1,5,158,6454
TXN9753006039,ACC68822,ACC16251,350.01,Withdrawal,17/01/2025,10:05:00 AM,Failed,FALSE,40.7128 N, -118.2437 W,Mobile,Slice3,7,166,6753
TXN9155119110,ACC50413,ACC36346,116.93,Withdrawal,17/01/2025,10:14:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Mobile,Slice3,13,52,2635
TXN4482249133,ACC17762,ACC70271,1460.24,Transfer,17/01/2025,10:37:00 AM,Failed,FALSE,48.8566 N, -118.2437 W,Mobile,Slice1,20,98,9081
TXN4817008281,ACC83523,ACC74796,1205.92,Withdrawal,17/01/2025,10:17:00 AM,Failed,TRUE,55.7558 N, -118.2437 W,Mobile,Slice2,7,126,3115
TXN3215135557,ACC52777,ACC69706,263.79,Transfer,17/01/2025,10:10:00 AM,Failed,TRUE,51.5074 N, 0.1278 W,Desktop,Slice2,14,194,2018
TXN2294957204,ACC73260,ACC33563,597.89,Withdrawal,17/01/2025,10:59:00 AM,Failed,TRUE,55.7558 N, 139.6917 W,Mobile,Slice1,17,147,6023
TXN5515093118,ACC90096,ACC86295,275.18,Transfer,17/01/2025,10:42:00 AM,Success,TRUE,51.5074 N, 0.1278 W,Desktop,Slice2,14,232,4931
TXN5955230998,ACC41859,ACC76935,337.39,Deposit,17/01/2025,10:45:00 AM,Failed,FALSE,40.7128 N, 2.3522 W,Mobile,Slice1,10,169,7158
TXN7683609463,ACC34002,ACC28087,152.01,Withdrawal,17/01/2025,10:48:00 AM,Failed,TRUE,51.5074 N, -118.2437 W,Desktop,Slice1,12,204,2174
TXN9272395195,ACC32275,ACC71363,523.92,Transfer,17/01/2025,10:11:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Mobile,Slice1,15,66,4111
TXN3523224916,ACC48463,ACC44249,1010.44,Withdrawal,17/01/2025,10:58:00 AM,Success,TRUE,35.6895 N, 0.1278 W,Mobile,Slice2,10,120,6152
TXN1093768801,ACC80825,ACC64136,1319.31,Transfer,17/01/2025,10:27:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Mobile,Slice2,12,92,4540
TXN5422336942,ACC28851,ACC62524,1015.37,Transfer,17/01/2025,10:42:00 AM,Success,TRUE,35.6895 N, 2.3522 W,Mobile,Slice2,17,197,1000
TXN5693088212,ACC42629,ACC27937,159.86,Deposit,17/01/2025,10:50:00 AM,Success,TRUE,48.8566 N, -118.2437 W,Desktop,Slice2,6,207,3588
TXN1895509653,ACC26148,ACC50497,977.23,Deposit,17/01/2025,10:59:00 AM,Success,TRUE,51.5074 N, 37.6173 W,Mobile,Slice1,3,166,9861
TXN4864313140,ACC92864,ACC70845,113.55,Withdrawal,17/01/2025,10:54:00 AM,Failed,FALSE,51.5074 N, 139.6917 W,Mobile,Slice2,4,217,5677
TXN3921821159,ACC26387,ACC28310,1122.6,Withdrawal,17/01/2025,10:21:00 AM,Success,FALSE,51.5074 N, 0.1278 W,Desktop,Slice3,12,231,3755
TXN3473885435,ACC61843,ACC72282,1245.9,Deposit,17/01/2025,10:51:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Desktop,Slice3,15,87,9060
TXN8723172315,ACC60861,ACC60371,1091.63,Withdrawal,17/01/2025,10:18:00 AM,Failed,FALSE,55.7558 N, 37.6173 W,Mobile,Slice1,14,86,6331
TXN4717279150,ACC26092,ACC16514,420.94,Withdrawal,17/01/2025,10:53:00 AM,Success,TRUE,51.5074 N, -118.2437 W,Desktop,Slice1,19,169,2240
TXN2144060017,ACC67900,ACC32304,268.65,Transfer,17/01/2025,10:47:00 AM,Success,TRUE,35.6895 N, 37.6173 W,Desktop,Slice2,5,152,2143
TXN3506993682,ACC78750,ACC36439,897.39,Deposit,17/01/2025,10:07:00 AM,Failed,TRUE,48.8566 N, -118.2437 W,Mobile,Slice3,9,208,4689
TXN3465112627,ACC66845,ACC77043,1478.53,Transfer,17/01/2025,10:54:00 AM,Failed,FALSE,48.8566 N, 139.6917 W,Mobile,Slice2,4,63,5856
TXN2795257887,ACC47080,ACC55617,1000.94,Deposit,17/01/2025,10:26:00 AM,Failed,TRUE,51.5074 N, 139.6917 W,Mobile,Slice1,11,112,6213
TXN4445805450,ACC71350,ACC83566,543.02,Deposit,17/01/2025,10:23:00 AM,Failed,FALSE,35.6895 N, 0.1278 W,Desktop,Slice3,19,207,7039
TXN6234566048,ACC69741,ACC64983,615.92,Deposit,17/01/2025,10:36:00 AM,Success,TRUE,40.7128 N, 0.1278 W,Desktop,Slice3,6,138,9501
TXN7967055596,ACC75603,ACC32073,783.76,Withdrawal,17/01/2025,10:56:00 AM,Failed,TRUE,40.7128 N, 0.1278 W,Desktop,Slice2,19,95,4885
TXN1754402542,ACC85076,ACC27946,1085.26,Deposit,17/01/2025,10:29:00 AM,Failed,FALSE,55.7558 N, 139.6917 W,Mobile,Slice2,18,200,2800
TXN8149798658,ACC51762,ACC51094,69.26,Withdrawal,17/01/2025,10:10:00 AM,Failed,FALSE,55.7558 N, 2.3522 W,Mobile,Slice1,9,89,3020
TXN3866221574,ACC24246,ACC83779,649.53,Transfer,17/01/2025,10:13:00 AM,Failed,FALSE,48.8566 N, -74.006 W,Mobile,Slice3,10,132,3718
TXN7074825756,ACC80128,ACC82248,893.51,Deposit,17/01/2025,10:01:00 AM,Failed,FALSE,48.8566 N, 139.6917 W,Desktop,Slice3,19,205,1510
TXN1264483408,ACC92615,ACC20606,978.2,Deposit,17/01/2025,10:05:00 AM,Failed,TRUE,51.5074 N, 0.1278 W,Desktop,Slice3,11,91,7541
TXN2630973907,ACC76870,ACC76210,1324.85,Withdrawal,17/01/2025,10:41:00 AM,Success,TRUE,40.7128 N, 139.6917 W,Mobile,Slice2,9,72,1863
TXN6559269684,ACC19685,ACC72460,121.48,Transfer,17/01/2025,10:57:00 AM,Success,FALSE,55.7558 N, 139.6917 W,Desktop,Slice2,9,173,3254
TXN5264915932,ACC94323,ACC61092,614.72,Withdrawal,17/01/2025,10:01:00 AM,Success,FALSE,34.0522 N, 139.6917 W,Desktop,Slice2,19,247,1881
TXN2571649134,ACC30528,ACC36351,807.82,Deposit,17/01/2025,10:08:00 AM,Success,TRUE,55.7558 N, -74.006 W,Desktop,Slice1,11,76,4886
TXN7009664995,ACC12808,ACC87838,1454.09,Deposit,17/01/2025,10:03:00 AM,Failed,FALSE,34.0522 N, 139.6917 W,Desktop,Slice1,11,187,3802
TXN1865615153,ACC97862,ACC11323,1263.45,Deposit,17/01/2025,10:47:00 AM,Success,FALSE,51.5074 N, 2.3522 W,Desktop,Slice2,19,188,1815
TXN4168078707,ACC66726,ACC28270,567.4,Deposit,17/01/2025,10:05:00 AM,Success,TRUE,48.8566 N, -118.2437 W,Desktop,Slice3,19,128,3751
TXN8990079335,ACC97560,ACC37375,892.61,Deposit,17/01/2025,10:36:00 AM,Success,FALSE,55.7558 N, 0.1278 W,Mobile,Slice3,14,101,3448
TXN4521283693,ACC91378,ACC54434,633.35,Deposit,17/01/2025,11:00:00 AM,Failed,FALSE,40.7128 N, 0.1278 W,Desktop,Slice1,18,126,7132
TXN1398097487,ACC99684,ACC66040,746.64,Deposit,17/01/2025,10:51:00 AM,Success,TRUE,40.7128 N, -118.2437 W,Mobile,Slice1,7,187,3218
TXN8373322501,ACC83947,ACC42631,528.35,Withdrawal,17/01/2025,10:09:00 AM,Success,FALSE,55.7558 N, 139.6917 W,Desktop,Slice3,16,174,9819
TXN4905953142,ACC86519,ACC44726,624.86,Withdrawal,17/01/2025,10:35:00 AM,Failed,FALSE,48.8566 N, 37.6173 W,Mobile,Slice1,17,214,4586
TXN5052028045,ACC19518,ACC25846,1346.57,Withdrawal,17/01/2025,10:46:00 AM,Failed,TRUE,51.5074 N, 37.6173 W,Desktop,Slice2,19,53,2429
TXN4933949135,ACC43784,ACC35641,535.09,Deposit,17/01/2025,10:44:00 AM,Failed,FALSE,51.5074 N, 139.6917 W,Mobile,Slice2,19,191,7667
TXN1428054922,ACC82828,ACC77176,668.52,Deposit,17/01/2025,10:05:00 AM,Failed,FALSE,55.7558 N, 2.3522 W,Mobile,Slice1,15,151,5814
TXN3264969836,ACC85810,ACC97228,487.74,Transfer,17/01/2025,10:40:00 AM,Success,TRUE,55.7558 N, 37.6173 W,Mobile,Slice3,6,204,5413
TXN8730102843,ACC80637,ACC10646,215.42,Deposit,17/01/2025,10:13:00 AM,Success,FALSE,40.7128 N, 2.3522 W,Desktop,Slice2,14,172,7594
TXN2498617562,ACC70544,ACC22763,786.57,Transfer,17/01/2025,10:23:00 AM,Success,TRUE,51.5074 N, 2.3522 W,Mobile,Slice1,9,82,3996
TXN8239315689,ACC26031,ACC13443,1263.21,Withdrawal,17/01/2025,10:32:00 AM,Failed,FALSE,34.0522 N, -118.2437 W,Desktop,Slice3,15,209,4589
TXN6622880955,ACC73505,ACC41835,396.08,Transfer,17/01/2025,10:23:00 AM,Failed,TRUE,34.0522 N, 0.1278 W,Mobile,Slice2,11,153,2898
TXN1889402287,ACC97828,ACC93951,714.58,Transfer,17/01/2025,10:55:00 AM,Success,FALSE,35.6895 N, 0.1278 W,Mobile,Slice2,4,112,8671
TXN4190406320,ACC19348,ACC46748,643.4,Transfer,17/01/2025,10:56:00 AM,Success,FALSE,55.7558 N, -118.2437 W,Desktop,Slice2,3,98,5305
TXN2969596138,ACC45896,ACC17672,1333.87,Withdrawal,17/01/2025,10:27:00 AM,Success,FALSE,40.7128 N, 139.6917 W,Mobile,Slice3,16,150,7186
TXN3316454211,ACC10811,ACC86980,1292.55,Transfer,17/01/2025,10:12:00 AM,Failed,FALSE,51.5074 N, 37.6173 W,Desktop,Slice1,13,94,8554
TXN7693168196,ACC15750,ACC20083,1209.22,Deposit,17/01/2025,10:55:00 AM,Success,TRUE,35.6895 N, 0.1278 W,Desktop,Slice3,4,215,2432
TXN5423422909,ACC96725,ACC59742,971.32,Withdrawal,17/01/2025,10:47:00 AM,Success,FALSE,40.7128 N, 2.3522 W,Desktop,Slice1,4,105,8090
TXN8130580934,ACC29795,ACC77438,155.79,Deposit,17/01/2025,10:24:00 AM,Failed,TRUE,34.0522 N, -118.2437 W,Mobile,Slice2,11,192,5865
TXN4627141841,ACC87313,ACC58959,337.59,Transfer,17/01/2025,10:06:00 AM,Success,FALSE,51.5074 N, 2.3522 W,Mobile,Slice2,19,124,7814
TXN7937750067,ACC26501,ACC19142,540.97,Transfer,17/01/2025,10:15:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Desktop,Slice2,10,218,6257
TXN8577286135,ACC46443,ACC59429,511,Withdrawal,17/01/2025,10:21:00 AM,Failed,FALSE,34.0522 N, -118.2437 W,Mobile,Slice3,17,248,1759
TXN1219225315,ACC54593,ACC35168,1211.34,Withdrawal,17/01/2025,10:17:00 AM,Failed,TRUE,35.6895 N, -74.006 W,Mobile,Slice2,7,250,9865
TXN2545526306,ACC47841,ACC84653,1468.59,Transfer,17/01/2025,10:32:00 AM,Failed,TRUE,34.0522 N, 37.6173 W,Mobile,Slice2,11,109,1495
TXN1685334204,ACC78888,ACC97477,364.2,Withdrawal,17/01/2025,10:17:00 AM,Success,FALSE,35.6895 N, 2.3522 W,Mobile,Slice3,12,169,3057
TXN2285178903,ACC42281,ACC37349,1357.71,Deposit,17/01/2025,10:32:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Mobile,Slice1,15,135,1188
TXN7466999126,ACC25572,ACC90703,364.83,Deposit,17/01/2025,10:29:00 AM,Failed,TRUE,34.0522 N, 2.3522 W,Mobile,Slice2,18,130,4725
TXN5090978131,ACC10108,ACC93985,236.8,Transfer,17/01/2025,10:04:00 AM,Success,FALSE,35.6895 N, 37.6173 W,Desktop,Slice1,14,81,5555
TXN1473484512,ACC79935,ACC87619,937.09,Deposit,17/01/2025,10:34:00 AM,Success,FALSE,35.6895 N, 139.6917 W,Desktop,Slice3,18,248,4347
TXN4075718503,ACC78766,ACC81516,1220.92,Transfer,17/01/2025,10:52:00 AM,Success,TRUE,34.0522 N, 139.6917 W,Mobile,Slice3,19,127,4184
TXN3768567525,ACC81464,ACC81646,1314.12,Deposit,17/01/2025,10:38:00 AM,Success,FALSE,48.8566 N, 0.1278 W,Mobile,Slice1,5,244,4704
TXN9598663738,ACC23360,ACC80434,892.08,Withdrawal,17/01/2025,10:29:00 AM,Success,TRUE,51.5074 N, 139.6917 W,Desktop,Slice2,5,181,6308
TXN1875086020,ACC99006,ACC20011,737.44,Withdrawal,17/01/2025,10:53:00 AM,Success,FALSE,55.7558 N, -118.2437 W,Mobile,Slice2,7,171,7764
TXN6457249658,ACC13820,ACC22675,498.23,Deposit,17/01/2025,10:54:00 AM,Failed,FALSE,55.7558 N, 37.6173 W,Desktop,Slice3,14,175,6182
TXN1042740208,ACC44135,ACC93631,395.37,Transfer,17/01/2025,10:01:00 AM,Success,FALSE,48.8566 N, 0.1278 W,Desktop,Slice2,13,245,7216
TXN9407033145,ACC54419,ACC37965,160.93,Transfer,17/01/2025,10:05:00 AM,Failed,FALSE,35.6895 N, -118.2437 W,Mobile,Slice1,10,108,8753
TXN1739236868,ACC39496,ACC12590,1356.11,Transfer,17/01/2025,10:18:00 AM,Failed,FALSE,55.7558 N, -74.006 W,Desktop,Slice3,6,56,1153
TXN2373830710,ACC59448,ACC50554,1130.72,Deposit,17/01/2025,10:03:00 AM,Failed,FALSE,40.7128 N, 139.6917 W,Desktop,Slice3,11,54,1904
TXN9758276810,ACC42292,ACC46336,645.72,Deposit,17/01/2025,10:52:00 AM,Success,TRUE,40.7128 N, -74.006 W,Desktop,Slice2,15,175,5326
TXN5388688267,ACC17167,ACC98216,1189.27,Deposit,17/01/2025,10:25:00 AM,Success,FALSE,40.7128 N, -118.2437 W,Desktop,Slice2,6,60,3401
TXN3992981513,ACC61600,ACC42975,914.39,Transfer,17/01/2025,10:05:00 AM,Failed,TRUE,40.7128 N, -118.2437 W,Mobile,Slice3,7,229,8919
TXN5725214404,ACC30050,ACC22352,171.75,Deposit,17/01/2025,10:51:00 AM,Failed,FALSE,55.7558 N, 0.1278 W,Mobile,Slice3,20,221,1949
TXN4449093390,ACC82733,ACC38763,1331.35,Withdrawal,17/01/2025,10:57:00 AM,Failed,TRUE,51.5074 N, 37.6173 W,Desktop,Slice3,14,134,2645
TXN1051341758,ACC82436,ACC93972,1145.85,Withdrawal,17/01/2025,10:55:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Desktop,Slice3,10,184,3028
TXN2584988889,ACC60207,ACC17005,948.68,Withdrawal,17/01/2025,10:36:00 AM,Failed,TRUE,40.7128 N, 37.6173 W,Desktop,Slice1,17,97,9870
TXN1136280450,ACC58515,ACC82997,1292.74,Transfer,17/01/2025,10:41:00 AM,Failed,TRUE,40.7128 N, -118.2437 W,Desktop,Slice2,4,181,4915
TXN8145013884,ACC16684,ACC65897,1246.19,Deposit,17/01/2025,10:38:00 AM,Failed,FALSE,51.5074 N, 139.6917 W,Desktop,Slice2,7,212,7028
TXN3213179630,ACC63547,ACC22247,861.73,Withdrawal,17/01/2025,10:27:00 AM,Success,FALSE,40.7128 N, -118.2437 W,Desktop,Slice2,8,99,7508
TXN8773533808,ACC44819,ACC97385,1188.37,Deposit,17/01/2025,10:18:00 AM,Success,TRUE,35.6895 N, 0.1278 W,Mobile,Slice2,6,179,5402
TXN3517372456,ACC70412,ACC83087,478.3,Withdrawal,17/01/2025,10:42:00 AM,Failed,FALSE,55.7558 N, 37.6173 W,Mobile,Slice1,8,99,1179
TXN9255711120,ACC52161,ACC74234,1493.27,Withdrawal,17/01/2025,10:22:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Desktop,Slice3,10,116,9111
TXN1026668467,ACC36112,ACC39686,1483.4,Withdrawal,17/01/2025,10:21:00 AM,Failed,FALSE,34.0522 N, 2.3522 W,Mobile,Slice2,10,138,4142
TXN8823192902,ACC83967,ACC72954,1447.48,Deposit,17/01/2025,10:36:00 AM,Failed,FALSE,34.0522 N, 139.6917 W,Mobile,Slice1,6,118,7400
TXN1506358242,ACC82897,ACC61397,741.61,Transfer,17/01/2025,10:01:00 AM,Success,FALSE,55.7558 N, -74.006 W,Mobile,Slice3,12,58,7171
TXN2056037159,ACC50236,ACC84271,922.96,Withdrawal,17/01/2025,10:21:00 AM,Failed,TRUE,40.7128 N, -118.2437 W,Desktop,Slice2,5,212,4095
TXN7318070182,ACC33979,ACC39144,672.07,Transfer,17/01/2025,10:30:00 AM,Failed,FALSE,40.7128 N, -118.2437 W,Desktop,Slice2,4,74,1786
TXN8235711783,ACC54288,ACC92031,1190.81,Transfer,17/01/2025,10:47:00 AM,Success,FALSE,40.7128 N, -118.2437 W,Mobile,Slice3,3,107,6866
TXN1261240074,ACC90621,ACC33562,890.4,Withdrawal,17/01/2025,10:18:00 AM,Success,TRUE,51.5074 N, -118.2437 W,Desktop,Slice2,19,143,8809
TXN1879342618,ACC77551,ACC64850,953.94,Withdrawal,17/01/2025,10:34:00 AM,Failed,FALSE,34.0522 N, -118.2437 W,Mobile,Slice1,3,145,1517
TXN5592835255,ACC83222,ACC15379,1113.31,Transfer,17/01/2025,10:51:00 AM,Failed,FALSE,35.6895 N, 37.6173 W,Desktop,Slice2,3,223,3101
TXN9862425974,ACC40717,ACC54938,608.07,Transfer,17/01/2025,10:47:00 AM,Success,FALSE,35.6895 N, 0.1278 W,Desktop,Slice3,13,223,9231
TXN2477062271,ACC80611,ACC48199,1186.59,Withdrawal,17/01/2025,10:08:00 AM,Failed,TRUE,48.8566 N, 139.6917 W,Mobile,Slice1,14,96,7420
TXN6593949300,ACC94052,ACC92241,256.17,Transfer,17/01/2025,11:00:00 AM,Failed,FALSE,55.7558 N, 0.1278 W,Desktop,Slice3,13,148,8852
TXN1710747845,ACC54508,ACC76859,459.19,Transfer,17/01/2025,10:46:00 AM,Failed,FALSE,55.7558 N, -74.006 W,Desktop,Slice2,17,62,4033
TXN5258198773,ACC89017,ACC53126,82.26,Transfer,17/01/2025,10:10:00 AM,Success,FALSE,48.8566 N, 2.3522 W,Desktop,Slice1,10,127,1488
TXN1578471232,ACC15227,ACC49623,741.53,Transfer,17/01/2025,10:50:00 AM,Success,FALSE,34.0522 N, 2.3522 W,Mobile,Slice1,17,160,3240
TXN1976924179,ACC83776,ACC82152,447.12,Withdrawal,17/01/2025,10:49:00 AM,Success,TRUE,40.7128 N, 2.3522 W,Desktop,Slice3,15,237,5084
TXN1514038740,ACC25986,ACC14717,140.89,Withdrawal,17/01/2025,10:32:00 AM,Failed,FALSE,40.7128 N, 37.6173 W,Mobile,Slice3,9,122,9155
TXN5340375676,ACC14278,ACC69811,273.81,Withdrawal,17/01/2025,10:59:00 AM,Success,TRUE,51.5074 N, -118.2437 W,Mobile,Slice1,16,79,7852
TXN2600080898,ACC24168,ACC54187,1449.24,Deposit,17/01/2025,10:29:00 AM,Success,FALSE,40.7128 N, 139.6917 W,Mobile,Slice1,20,109,6648
TXN8863707194,ACC16862,ACC11262,1191.44,Withdrawal,17/01/2025,10:22:00 AM,Failed,TRUE,51.5074 N, -74.006 W,Mobile,Slice2,19,149,8105
TXN2152224485,ACC81776,ACC17057,523.24,Withdrawal,17/01/2025,10:56:00 AM,Failed,TRUE,48.8566 N, 2.3522 W,Mobile,Slice1,15,135,2525
TXN1560794795,ACC61408,ACC65100,142.3,Deposit,17/01/2025,10:19:00 AM,Success,TRUE,48.8566 N, 2.3522 W,Mobile,Slice1,3,75,7403
TXN7811489633,ACC82132,ACC67444,1224.01,Deposit,17/01/2025,10:29:00 AM,Success,TRUE,51.5074 N, -74.006 W,Desktop,Slice2,16,55,9124
TXN8065405961,ACC88942,ACC30664,1310,Deposit,17/01/2025,10:09:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Desktop,Slice2,8,109,1370
TXN5349278466,ACC17037,ACC21803,95.1,Withdrawal,17/01/2025,10:26:00 AM,Failed,FALSE,35.6895 N, 139.6917 W,Mobile,Slice3,15,189,3202
TXN4508861333,ACC70626,ACC54925,561.12,Withdrawal,17/01/2025,10:34:00 AM,Failed,FALSE,51.5074 N, -74.006 W,Desktop,Slice2,6,163,9950
TXN9591402229,ACC66411,ACC85248,712.91,Deposit,17/01/2025,10:14:00 AM,Failed,TRUE,55.7558 N, 2.3522 W,Mobile,Slice2,7,214,2961
TXN6010561557,ACC95145,ACC19157,659.93,Transfer,17/01/2025,10:23:00 AM,Success,FALSE,51.5074 N, 139.6917 W,Desktop,Slice3,15,240,6387
TXN4592850855,ACC54180,ACC62788,411.08,Transfer,17/01/2025,10:59:00 AM,Success,FALSE,40.7128 N, 139.6917 W,Desktop,Slice3,4,150,6586
TXN8022246760,ACC33515,ACC12270,131.53,Transfer,17/01/2025,10:58:00 AM,Failed,FALSE,34.0522 N, 2.3522 W,Desktop,Slice3,14,82,5473
TXN9490755951,ACC46586,ACC20319,1122.89,Transfer,17/01/2025,10:24:00 AM,Success,TRUE,55.7558 N, 37.6173 W,Mobile,Slice2,7,190,5964
TXN5703695908,ACC71632,ACC68862,218.74,Withdrawal,17/01/2025,10:19:00 AM,Failed,FALSE,35.6895 N, -118.2437 W,Mobile,Slice1,19,172,3786
TXN4175568505,ACC29057,ACC51605,1080.59,Deposit,17/01/2025,10:30:00 AM,Success,FALSE,40.7128 N, 2.3522 W,Desktop,Slice3,5,99,7077
TXN1292145399,ACC71625,ACC14447,1284.02,Deposit,17/01/2025,10:34:00 AM,Failed,FALSE,40.7128 N, -74.006 W,Desktop,Slice2,17,149,6622
TXN8482029253,ACC98343,ACC94038,1316.57,Transfer,17/01/2025,10:55:00 AM,Failed,FALSE,34.0522 N, 139.6917 W,Desktop,Slice2,18,198,2812
TXN3745560897,ACC34706,ACC74207,943.59,Withdrawal,17/01/2025,10:12:00 AM,Success,FALSE,40.7128 N, 37.6173 W,Desktop,Slice1,14,123,8519
TXN6850517635,ACC14761,ACC96544,592.7,Deposit,17/01/2025,10:49:00 AM,Failed,TRUE,48.8566 N, 0.1278 W,Mobile,Slice1,9,194,1649
TXN9048178318,ACC98875,ACC12414,1279.75,Transfer,17/01/2025,10:17:00 AM,Failed,TRUE,35.6895 N, 2.3522 W,Desktop,Slice3,19,59,5706
TXN7081421607,ACC88081,ACC33118,1445.66,Withdrawal,17/01/2025,10:42:00 AM,Success,TRUE,40.7128 N, 2.3522 W,Mobile,Slice1,12,116,2297
TXN3229991141,ACC60117,ACC51255,723.43,Transfer,17/01/2025,10:42:00 AM,Failed,TRUE,34.0522 N, 37.6173 W,Desktop,Slice2,10,56,7409
TXN2567312830,ACC95501,ACC10188,86.27,Deposit,17/01/2025,10:25:00 AM,Failed,FALSE,51.5074 N, 0.1278 W,Desktop,Slice2,18,113,2499
TXN9451536828,ACC62122,ACC26214,366.82,Withdrawal,17/01/2025,10:21:00 AM,Success,FALSE,40.7128 N, 139.6917 W,Desktop,Slice1,4,52,1115
TXN6438578473,ACC29178,ACC31487,1166.16,Deposit,17/01/2025,10:14:00 AM,Success,FALSE,48.8566 N, 37.6173 W,Mobile,Slice3,13,171,3971
TXN7347670619,ACC75685,ACC92454,1488.93,Deposit,17/01/2025,10:29:00 AM,Failed,TRUE,48.8566 N, -74.006 W,Mobile,Slice2,15,228,3060
TXN1804071554,ACC73139,ACC10365,420.72,Transfer,17/01/2025,10:37:00 AM,Success,FALSE,35.6895 N, -118.2437 W,Desktop,Slice2,7,220,2894
TXN6314106772,ACC18533,ACC39186,1123.86,Deposit,17/01/2025,10:12:00 AM,Success,FALSE,34.0522 N, -118.2437 W,Desktop,Slice3,9,132,6808
TXN5952543306,ACC35980,ACC59716,976.48,Deposit,17/01/2025,10:52:00 AM,Failed,FALSE,48.8566 N, 37.6173 W,Mobile,Slice1,7,130,8375
TXN3960056916,ACC57367,ACC98500,546.59,Transfer,17/01/2025,10:56:00 AM,Failed,TRUE,40.7128 N, 0.1278 W,Desktop,Slice3,18,172,4084
TXN2738370974,ACC83707,ACC15731,984.69,Withdrawal,17/01/2025,10:09:00 AM,Success,TRUE,48.8566 N, 0.1278 W,Desktop,Slice1,10,212,9948
TXN7765840896,ACC58221,ACC36613,124.97,Transfer,17/01/2025,10:14:00 AM,Success,TRUE,35.6895 N, -118.2437 W,Desktop,Slice1,4,83,4956
TXN3732099369,ACC25052,ACC46633,376.24,Deposit,17/01/2025,10:08:00 AM,Failed,TRUE,48.8566 N, 0.1278 W,Mobile,Slice1,15,80,6409
TXN5811407789,ACC87258,ACC31975,1113.62,Transfer,17/01/2025,10:53:00 AM,Success,FALSE,35.6895 N, -74.006 W,Desktop,Slice3,19,105,7043
TXN3572064871,ACC66129,ACC88485,1399.98,Transfer,17/01/2025,10:26:00 AM,Failed,TRUE,51.5074 N, -74.006 W,Mobile,Slice2,19,136,1624
TXN5530860650,ACC41494,ACC38025,99.92,Deposit,17/01/2025,10:16:00 AM,Success,TRUE,34.0522 N, 2.3522 W,Mobile,Slice2,13,88,3118
TXN8297322746,ACC95784,ACC52100,497.89,Transfer,17/01/2025,10:57:00 AM,Failed,FALSE,34.0522 N, 37.6173 W,Mobile,Slice2,16,65,4476
TXN4789765472,ACC76577,ACC55052,902,Transfer,17/01/2025,10:29:00 AM,Failed,FALSE,55.7558 N, -118.2437 W,Desktop,Slice3,11,59,8403
